path,kind,classification,action,target,rationale
docs/active/02-MEDIUM/WORKER_HARDENING.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/03-LOW/CLEANUP_SUMMARY.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/03-LOW/CONTRIBUTING.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/03-LOW/README.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/03-LOW/SERVER_STARTUP_ANALYSIS.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/AI_ONBOARDING_BUNDLE.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/API_REFERENCE.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/ARCHITECTURE.md,md,Keep Canonical,keep,,tier-1 canonical source of truth
docs/active/AUDIT_TICKETS.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/BACKEND_ALIGNMENT_CHECKLIST.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/BACKEND_ALIGNMENT_SOURCES.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/BACKEND_ENDPOINTS.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/BACKEND_QA.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/BACKEND_UI_SPEC.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/BACKUP_RESTORE.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/CI_CD_SETUP.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/CONSOLIDATION_GUIDE.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/CONTRIBUTING.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/DATA_MODEL_REFERENCE.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/DECISIONS.md,md,Keep Canonical,keep,,tier-1 canonical source of truth
docs/active/DEPLOYMENT.md,md,Keep Canonical,keep,,tier-1 canonical source of truth
docs/active/FOUNDER_BACKEND_REFERENCE.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/FOUNDER_REFERENCE_CANDIDATES.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/FRONTEND_JOB_STATUS_CONFIG.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/GAMIFICATION_BACKEND_SPEC.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/GAMIFICATION_BUNDLE_IMPLEMENTATION_GUIDE.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/GAMIFICATION_BUNDLE_INTEGRATION_GUIDE.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/GAMIFICATION_FRONTEND_BACKEND_SPEC.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/MASTER_CHECKLIST.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/MASTER_CHECKLIST_EXECUTION.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/MASTER_MIGRATIONS.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/MIGRATIONS_ANALYSIS_VS_MASTER.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/NOTIFICATIONS.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/PROD_TEST_SCHEMA_REFERENCE.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/PR_AUDIT_RUBRIC.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/README.md,md,Keep Canonical,keep,,tier-1 canonical source of truth
docs/active/RUNBOOK.md,md,Keep Canonical,keep,,tier-1 canonical source of truth
docs/active/SETUP.md,md,Keep Canonical,keep,,tier-1 canonical source of truth
docs/active/SYSTEM_AUDIT_CHECKLIST.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/TROUBLESHOOTING.md,md,Keep Canonical,keep,,tier-1 canonical source of truth
docs/active/founder/FOUNDER_ADMIN_DASHBOARD.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_AI_ASSISTANT.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_AUTH.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_BACKGROUND_CHECK.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_CALENDAR_AVAILABILITY.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_CIRCUIT_BREAKER_RETRY.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_CLEANER_ONBOARDING.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_CREDIT_ECONOMY.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_DISPUTES.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_EVENTS.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_FILE_UPLOAD.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_GAMIFICATION.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_GDPR.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_GRACEFUL_SHUTDOWN.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_HOLIDAYS.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_IDEMPOTENCY.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_JOB_EVENTS_FLOW.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_MANAGER_DASHBOARD.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_MCP_SERVERS.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_MESSAGE_HISTORY.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_METRICS.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_N8N_CLIENT.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_NOTIFICATIONS.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_PAYMENT_FLOW.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_PAYOUT_FLOW.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_PHOTO_PROOF.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_PRICING.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_QUEUE.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_RATE_LIMITING.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_RECONCILIATION.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_REFERRALS.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_REQUEST_CONTEXT.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_SENTRY.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_STRIPE_WRAPPER.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_SUBSCRIPTIONS.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_TRACKING.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_URL_BUILDER.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/founder/FOUNDER_WEBHOOKS.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/gamification_bundle/README.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/gamification_bundle/docs/BUNDLE_README.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/gamification_bundle/docs/CURSOR_PROMPTS.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/gamification_bundle/docs/MIGRATION_RUN_ORDER.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/gamification_bundle/docs/PURETASK_GAMIFICATION_CURSOR_CONTEXT.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/gamification_bundle/docs/README.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/gamification_bundle/docs/admin_ui_wireframe_spec.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/gamification_bundle/docs/event_contract_v1.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/gamification_bundle/docs/metrics_contract_test_checklist_v1.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/gamification_bundle/docs/metrics_contract_v1.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/gamification_bundle/docs/reward_meanings_and_fairness.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/gamification_bundle/docs/runtime_config_loading.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/gamification_bundle/docs/spec_enforcement_matrix_v1.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/legal/AB5_ANALYSIS.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/legal/CLEANER_AGREEMENT.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/legal/COUNSEL_REVIEW_RATIONALE.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/legal/IC_SAFEGUARDS_APPENDIX.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/legal/IN_APP_COPY_CLEANER.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/legal/IN_APP_COPY_CLIENT.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/legal/PRIVACY_POLICY.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/legal/README.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/active/legal/TOS_CONSOLIDATED.md,md,Keep Reference,keep,,tier-2 active reference documentation
docs/admin/ADMIN_QUICK_START.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/admin/ADMIN_QUICK_START.md,legacy docs outside canonical/reference structure
docs/admin/ADMIN_SETTINGS_SUITE_COMPLETE.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/admin/ADMIN_SETTINGS_SUITE_COMPLETE.md,legacy docs outside canonical/reference structure
docs/admin/ADMIN_SYSTEM_COMPLETE.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/admin/ADMIN_SYSTEM_COMPLETE.md,legacy docs outside canonical/reference structure
docs/admin/ADMIN_USER_CREATED.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/admin/ADMIN_USER_CREATED.md,legacy docs outside canonical/reference structure
docs/admin/GAMIFICATION_SYSTEM_COMPLETE.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/admin/GAMIFICATION_SYSTEM_COMPLETE.md,legacy docs outside canonical/reference structure
docs/admin/ONBOARDING_CHECKLIST_FOR_STAFF.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/admin/ONBOARDING_CHECKLIST_FOR_STAFF.md,legacy docs outside canonical/reference structure
docs/ai-assistant/AI_ASSISTANT_BEST_PRACTICES.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/ai-assistant/AI_ASSISTANT_BEST_PRACTICES.md,legacy docs outside canonical/reference structure
docs/ai-assistant/AI_ASSISTANT_COMPLETE_GUIDE.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/ai-assistant/AI_ASSISTANT_COMPLETE_GUIDE.md,legacy docs outside canonical/reference structure
docs/ai-assistant/AI_ASSISTANT_COMPLETE_MIGRATION_SUMMARY.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/ai-assistant/AI_ASSISTANT_COMPLETE_MIGRATION_SUMMARY.md,legacy docs outside canonical/reference structure
docs/ai-assistant/AI_ASSISTANT_LIVE_AND_WORKING.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/ai-assistant/AI_ASSISTANT_LIVE_AND_WORKING.md,legacy docs outside canonical/reference structure
docs/ai-assistant/AI_ASSISTANT_READY_TO_USE.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/ai-assistant/AI_ASSISTANT_READY_TO_USE.md,legacy docs outside canonical/reference structure
docs/ai-assistant/AI_ASSISTANT_SETUP_STATUS.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/ai-assistant/AI_ASSISTANT_SETUP_STATUS.md,legacy docs outside canonical/reference structure
docs/ai-assistant/AI_ASSISTANT_VERIFICATION_REPORT.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/ai-assistant/AI_ASSISTANT_VERIFICATION_REPORT.md,legacy docs outside canonical/reference structure
docs/ai-assistant/AI_MIGRATION_CHECKLIST.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/ai-assistant/AI_MIGRATION_CHECKLIST.md,legacy docs outside canonical/reference structure
docs/ai-assistant/CLEANER_AI_SETTINGS_COMPLETE.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/ai-assistant/CLEANER_AI_SETTINGS_COMPLETE.md,legacy docs outside canonical/reference structure
docs/ai-assistant/CLEANER_AI_SUITE_SUMMARY.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/ai-assistant/CLEANER_AI_SUITE_SUMMARY.md,legacy docs outside canonical/reference structure
docs/ai-assistant/TEST_AI_ASSISTANT_PAGE.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/ai-assistant/TEST_AI_ASSISTANT_PAGE.md,legacy docs outside canonical/reference structure
docs/ai-assistant/TEST_AI_QUICK_START.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/ai-assistant/TEST_AI_QUICK_START.md,legacy docs outside canonical/reference structure
docs/ai-assistant/USER_GUIDE_CLEANER_AI_ASSISTANT.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/ai-assistant/USER_GUIDE_CLEANER_AI_ASSISTANT.md,legacy docs outside canonical/reference structure
docs/ai-assistant/test-cleaner-ai-api.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/ai-assistant/test-cleaner-ai-api.md,legacy docs outside canonical/reference structure
docs/architecture/ALL_ENDPOINTS_COMPLETE.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/architecture/ALL_ENDPOINTS_COMPLETE.md,legacy docs outside canonical/reference structure
docs/architecture/COMPLETE_API_ENDPOINTS.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/architecture/COMPLETE_API_ENDPOINTS.md,legacy docs outside canonical/reference structure
docs/architecture/COMPLETE_FRONTEND_COMPONENTS_GUIDE.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/architecture/COMPLETE_FRONTEND_COMPONENTS_GUIDE.md,legacy docs outside canonical/reference structure
docs/architecture/DOCUMENTATION_ORGANIZATION_PLAN.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/architecture/DOCUMENTATION_ORGANIZATION_PLAN.md,legacy docs outside canonical/reference structure
docs/architecture/ENDPOINT_AUDIT.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/architecture/ENDPOINT_AUDIT.md,legacy docs outside canonical/reference structure
docs/architecture/ENV_EXAMPLE.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/architecture/ENV_EXAMPLE.md,legacy docs outside canonical/reference structure
docs/architecture/FRONTEND_REALITY_CHECK.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/architecture/FRONTEND_REALITY_CHECK.md,legacy docs outside canonical/reference structure
docs/architecture/TEMPLATES_EXPLAINED_COMPLETE_GUIDE.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/architecture/TEMPLATES_EXPLAINED_COMPLETE_GUIDE.md,legacy docs outside canonical/reference structure
docs/architecture/TEMPLATES_QUICK_ANSWER.md,md,Archive,archive_legacy_docs,docs/archive/raw/legacy_docs/architecture/TEMPLATES_QUICK_ANSWER.md,legacy docs outside canonical/reference structure
docs/archive/7_DAY_PROGRESSIVE_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/ADMIN_ACCOUNT_SETUP.md,md,Archive,keep_archived,,already archived history
docs/archive/ADMIN_SYSTEM_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/AGENT_RUNBOOK_COMPLETION_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/ALL_RECOMMENDATIONS_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/ALL_TODOS_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/API_ENDPOINTS_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/APPLY_COMPONENTS_TO_PAGES.md,md,Archive,keep_archived,,already archived history
docs/archive/AUDIT_FIXES.md,md,Archive,keep_archived,,already archived history
docs/archive/AUDIT_RESULTS_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/AUTOMATED_SETUP_SCRIPT.md,md,Archive,keep_archived,,already archived history
docs/archive/BACKEND_ANALYSIS_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/BACK_BUTTON_ADDED.md,md,Archive,keep_archived,,already archived history
docs/archive/BATCH_APPLY_COMPONENTS.md,md,Archive,keep_archived,,already archived history
docs/archive/BUILD_COMPLETE_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/BUILD_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/CLEANER_FLOW_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/CLEANER_ONBOARDING_ENHANCED_OUTLINE.md,md,Archive,keep_archived,,already archived history
docs/archive/CLEANER_PAGES_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/COMPLETE_ALL_MISSING_ITEMS_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/COMPLETE_BUILD_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/COMPLETE_EXECUTION_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/COMPLETE_IMPLEMENTATION_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/COMPLETE_IMPLEMENTATION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/COMPLETE_IMPLEMENTATION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/COMPLETE_MISSING_ITEMS_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/COMPLETE_ROLLOUT_PLAN_V1.md,md,Archive,keep_archived,,already archived history
docs/archive/COMPLETE_ROLLOUT_PLAN_V2.md,md,Archive,keep_archived,,already archived history
docs/archive/COMPLETE_ROLLOUT_PLAN_V3_V4_FULL.md,md,Archive,keep_archived,,already archived history
docs/archive/COMPLETE_TESTING_GUIDES_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/COMPLETE_TODOS_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/COMPLETE_V1_SETUP_SCRIPT.md,md,Archive,keep_archived,,already archived history
docs/archive/COMPREHENSIVE_FRONTEND_FIX_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/CURRENT_PROGRESS_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/DAY_1_SCRIPT.md,md,Archive,keep_archived,,already archived history
docs/archive/DEVELOPER_ONBOARDING.md,md,Archive,keep_archived,,already archived history
docs/archive/DOCUMENTATION_INDEX.md,md,Archive,keep_archived,,already archived history
docs/archive/ENDPOINT_CONNECTION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/ENDPOINT_VERIFICATION_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/ENGINES_WORKERS_AUTOMATION_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/FILE_LOCATIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/FINAL_COMPLETION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/FINAL_COMPREHENSIVE_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/FINAL_FRONTEND_FIX_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/FINAL_IMPLEMENTATION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/FINAL_IMPLEMENTATION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/FINAL_IMPROVEMENTS_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/FRONTEND_BUILD_REQUIREMENTS.md,md,Archive,keep_archived,,already archived history
docs/archive/FRONTEND_COMPLETE_IMPLEMENTATION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/FRONTEND_COMPLETE_OUTLINE.md,md,Archive,keep_archived,,already archived history
docs/archive/FRONTEND_COMPLETION_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/FRONTEND_COMPLETION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/FRONTEND_ENHANCEMENTS_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/FRONTEND_FIX_COMPLETE_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/FRONTEND_FIX_IMPLEMENTATION_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/FRONTEND_FIX_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/FRONTEND_MISSING_ITEMS_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/GAPS_IMPLEMENTATION_FINAL_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/GAPS_IMPLEMENTATION_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/GAPS_IMPLEMENTATION_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/GAPS_IMPLEMENTATION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/IMPLEMENTATION_COMPLETE_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/IMPLEMENTATION_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/IMPROVEMENTS_IMPLEMENTATION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/LIVE_STATUS_AND_GATES_ACCURATE.md,md,Archive,keep_archived,,already archived history
docs/archive/MANSION_OPTIMIZED.md,md,Archive,keep_archived,,already archived history
docs/archive/MASTER_PLAN_LOCKED.md,md,Archive,keep_archived,,already archived history
docs/archive/MASTER_PLAN_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/MASTER_ROLLOUT_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/MESSAGE_HISTORY_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/MESSAGE_SAVING_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/MOBILE_FRIENDLY_CONFIG.md,md,Archive,keep_archived,,already archived history
docs/archive/MOBILE_IMPLEMENTATION_CHECKLIST.md,md,Archive,keep_archived,,already archived history
docs/archive/MOBILE_PHASES_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/MOBILE_PHASE_1_2_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/MOBILE_PHASE_1_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/MOBILE_PHASE_2_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/MOVE_1_DETAILED_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/MOVE_1_FAILURES.md,md,Archive,keep_archived,,already archived history
docs/archive/MOVE_1_FINAL_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/MOVE_1_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/MOVE_1_PROGRESS_UPDATE.md,md,Archive,keep_archived,,already archived history
docs/archive/NAVIGATION_FOOTER_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/NEXT_STEPS_RECOMMENDATIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/NON_CRITICAL_PAGES_OUTLINE.md,md,Archive,keep_archived,,already archived history
docs/archive/ONBOARDING_ENHANCEMENTS_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/ONBOARDING_ENHANCEMENTS_VERIFICATION.md,md,Archive,keep_archived,,already archived history
docs/archive/ONBOARDING_FINAL_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/ONBOARDING_IMPLEMENTATION_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/ONBOARDING_IMPLEMENTATION_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/ORGANIZATION_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/PHASE_4_5_COMPLETE_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/PROGRESS_UPDATE.md,md,Archive,keep_archived,,already archived history
docs/archive/PROJECT_GAPS_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/PURETASK_COMPLETE_TESTING_MASTER_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/PURETASK_CURRENT_STAGE.md,md,Archive,keep_archived,,already archived history
docs/archive/PURETASK_IMPROVEMENTS_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/RAILWAY_BUILD_FIX.md,md,Archive,keep_archived,,already archived history
docs/archive/RAILWAY_DEPLOYMENT_FIX.md,md,Archive,keep_archived,,already archived history
docs/archive/RAILWAY_ENV_VARS_VERIFICATION.md,md,Archive,keep_archived,,already archived history
docs/archive/RAILWAY_QUICK_FIX.md,md,Archive,keep_archived,,already archived history
docs/archive/RAILWAY_SETUP_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/README_TESTING.md,md,Archive,keep_archived,,already archived history
docs/archive/REMAINING_TODOS_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/SAVE_EVERYTHING_QUICK_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/SERVER_STARTED.md,md,Archive,keep_archived,,already archived history
docs/archive/SERVER_STARTUP_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/SERVER_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/SOFT_LAUNCH_30_DAY_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/SOFT_LAUNCH_CHECKLIST.md,md,Archive,keep_archived,,already archived history
docs/archive/SOFT_LAUNCH_DAILY_TRACKER.md,md,Archive,keep_archived,,already archived history
docs/archive/START_HERE_GUIDES_INDEX.md,md,Archive,keep_archived,,already archived history
docs/archive/STYLING_FIXES_APPLIED.md,md,Archive,keep_archived,,already archived history
docs/archive/TERMINAL_STATUS_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/TESTING_CAMPAIGNS.md,md,Archive,keep_archived,,already archived history
docs/archive/TESTING_COMPLETE_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/TESTING_COMPLETE_IMPLEMENTATION.md,md,Archive,keep_archived,,already archived history
docs/archive/TESTING_COMPLETE_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/TESTING_EXPLANATIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/TESTING_FINAL_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/TESTING_IMPLEMENTATION_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/TESTING_IMPLEMENTATION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/TESTING_QUICK_REFERENCE.md,md,Archive,keep_archived,,already archived history
docs/archive/TESTING_REMAINING_TESTS_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/TESTING_STRATEGY_COMPLETE.md,md,Archive,keep_archived,,already archived history
